name,name_simbadable,ref_discovery,J_2MASS,W1,spt_ir,ra_j2000_formula,dec_j2000_formula,source_j2000_formula,glon_j2000,glat_j2000,2 deg,4 deg,6 deg (Kepler),8 deg,10 deg,12 deg (TESS 1 detector),14 deg,16 deg,18 deg,20 deg
2MASS J09553336-0208403,2MASS J09553336-0208403,Gagn17a,17.111,13.95,L7 pec (red),148.889,-2.1447,PS1,240.437,38.5362,0,0,1,3,6,13,23,27,30,32
2MASS J19163888-3700026,2MASS J19163888-3700026,Kirk10,15.669,13.956,L1,289.1621,-37.0007,Gaia23,0.9518,-20.6372,0,0,0,2,3,3,4,6,10,11
WISEA J070534.00-183925.6,2MASS J07053420-1839269,Schn17,16.778,13.956,L8,106.3926,-18.6575,PS1,231.1553,-5.3886,0,0,1,4,4,4,7,9,13,16
PSO J276.8234+22.4380,2MASS J18271757+2226167,Best15,16.905,13.956,L9,276.8232,22.438,PS1,50.7466,15.1026,0,1,1,2,4,6,10,14,18,24
WISEA J195311.04-022954.7,WISE J195311.04-022954.7,Luhm14c,15.638,13.957,L2 pec (blue),298.2965,-2.4974,Gaia23,37.8271,-14.8647,0,1,1,1,3,5,5,6,8,13
SDSS J084307.95+314129.2,2MASS J08430796+3141297,Schm10b,15.992,13.958,L2.5,130.7831,31.6915,Gaia23,192.1143,36.4542,0,1,4,6,10,18,25,31,37,44
USco J160603.75-221930.0,2MASS J16060374-2219298,Lodi08,15.974,13.959,L2,241.5157,-22.325,Gaia23,351.3267,21.7544,8,9,13,17,20,23,26,30,34,37
PSO J054.3866+11.5361,null,Alle16b,15.68,13.961,L1.5 INT-G?,54.3865,11.5362,PS1,174.6617,-34.1687,0,1,6,11,21,30,37,44,52,59
SDSS J154009.36+374230.3,2MASS J15400942+3742316,Chiu06,16.558,13.962,L9:,235.0392,37.7088,PS1,60.4745,53.1939,0,1,2,10,18,23,25,31,44,53
SDSS J164439.66+260013.3,2MASS J16443963+2600128,Schm10b,15.466,13.964,L1,251.1652,26.0036,Gaia23,45.8129,38.3285,1,2,5,12,17,25,32,44,56,62
HIP 73169B,2MASS J14571164-0619260,Deac14b,16.007,13.964,L2.5,224.2985,-6.324,PS1,349.8564,44.7881,0,0,4,10,12,17,20,23,30,36
2MASS J03420931-2904317,2MASS J03420931-2904317,Gagn15c,15.918,13.967,L1.0 VL-G,55.5389,-29.0755,PS1,226.1835,-52.5063,0,0,2,5,8,13,20,26,37,42
2MASS J15543602+2724487,2MASS J15543602+2724487,Skrz16,16.186,13.967,L6,238.6501,27.4136,PS1,44.2635,49.5373,0,2,3,8,15,25,35,37,53,65
WISEA J203751.31-421645.2,WISE J203751.31-421645.2,Luhm14c,15.503,13.969,L1 pec (blue),309.4629,-42.2781,Gaia23,358.8477,-36.987,0,0,1,3,5,7,13,17,22,22
PSO J108.4590+38.2086,2MASS J07135018+3812312,Best15,16.921,13.973,L7,108.4591,38.2087,PS1,179.5382,20.5043,1,1,1,2,6,9,17,22,26,33
WISEA J004403.39+022810.6,2MASS J00440332+0228112,Schn17,16.997,13.976,L7 (sl. red),11.0138,2.4698,PS1,119.2026,-60.3484,0,4,7,16,20,25,31,41,54,64
SDSS J213240.36+102949.4,2MASS J21324036+1029494,Chiu06,16.594,13.981,L2.0 FLD-G,323.1681,10.497,PS1,64.0246,-28.8833,1,3,4,4,8,13,15,21,27,34
PSO J316.1306-09.6562,2MASS J21043128-0939217,Alle16b;Gagn18c-phot,15.851,13.983,L0.8 INT-G,316.1304,-9.6561,Gaia23,39.6662,-33.9046,1,2,5,7,8,11,17,22,24,29
WISEA J162341.27-740230.4,2MASS J16234157-7402266,Kirk21,17.075,13.988,L9 (sl. red),245.9227,-74.0406,CatWISE,316.2137,-16.9391,0,0,0,0,0,3,6,6,8,10
ULAS J225016.39+080822.4,2MASS J22501628+0808245,DayJ13,15.585,13.998,L3:,342.5678,8.1402,Gaia23,78.8608,-44.1203,0,1,5,9,17,24,27,30,34,47
WISE J200403.17-263751.7,2MASS J20040310-2637448,Thom13,15.185,14,L0,301.013,-26.6293,Gaia23,15.1816,-26.8883,0,1,2,3,3,5,7,11,15,17
SDSSp J005406.55-003101.8,2MASS J00540655-0031018,Schn02,15.731,14.001,L2.2,13.5274,-0.5173,Gaia23,124.4226,-63.3813,1,6,8,11,17,24,29,41,50,61
2MASS J20113196-5048112,2MASS J20113196-5048112,Gagn15c,16.423,14.001,L2.4 VL-G,302.8833,-50.8032,CatWISE,348.0641,-33.0909,0,0,1,3,6,8,11,12,15,18
ULAS J122325.69+044827.6,2MASS J12232570+0448277,Maro15,16.332,14.004,L5,185.8571,4.8077,PS1,285.0446,66.7017,0,3,4,10,14,18,22,29,38,50
SDSS J151506.11+443648.3,2MASS J15150607+4436483,Chiu06,16.583,14.009,L7.5:,228.7753,44.6134,PS1,73.8676,56.444,1,1,4,8,10,17,25,33,46,54
2MASS J12123389+0206280,2MASS J12123389+0206280,Fahe09,16.128,14.01,L1,183.1412,2.1078,Gaia23,280.8785,63.3028,1,5,8,10,12,18,23,29,36,46
SDSS J020551.36-075925.0,2MASS J02055138-0759253,Schm10b;Kirk10,16.031,14.013,L2,31.4641,-7.9903,PS1,169.0119,-63.9844,0,0,3,7,15,19,25,31,37,46
WISEA J082000.48-662211.9,2MASS J08200075-6622150,Luhm14c,16.2,14.013,L9.5,125.0031,-66.3709,CatWISE,280.1571,-16.457,0,0,0,2,4,5,5,6,10,12
SDSS J115013.17+052012.3,2MASS J11501322+0520124,Zhan09,16.252,14.015,L5.5: pec (blue),177.555,5.3369,PS1,266.4295,63.7816,1,2,4,12,15,20,23,31,43,53
SDSS J081253.19+372104.2,2MASS J08125319+3721048,Schm10b,15.749,14.019,L0.5 pec,123.2217,37.3512,Gaia23,183.8893,31.5214,0,0,3,5,10,15,18,26,34,42
WISEA J130729.56-055815.4,SIMP J1307298-055814,Schn16a,16.915,14.021,L8 (sl. blue),196.8743,-5.9708,PS1,310.2134,56.6737,0,1,3,9,10,16,22,28,32,40
2MASSW J0801405+462850,2MASSW J0801405+462850,Kirk00,16.275,14.023,L5.5,120.4189,46.4803,PS1,172.9448,31.0339,2,4,6,7,9,12,20,26,29,34
2MASS J19350976-6200473,2MASS J19350976-6200473,Gagn15c,16.254,14.024,L1.0 VL-G,293.7907,-62.0131,CatWISE,334.6558,-28.8067,0,0,0,2,4,5,7,10,12,14
SDSS J065405.63+652805.4,2MASS J06540564+6528051,Chiu06,16.138,14.029,L6:,103.5235,65.4681,PS1,150.143,24.7782,0,1,2,3,6,7,9,11,14,18
2MASSW J0242435+160739,2MASSW J0242435+160739,Kirk99a,15.776,14.032,L1.7,40.6815,16.1275,Gaia23,158.1731,-39.011,0,0,3,6,12,18,29,35,43,57
SIMP J22455168+1722276,SIMP J2245516+172227,Robe16,16.107,14.032,L0.5: pec (red),341.4653,17.3747,PS1,84.9716,-36.0766,0,2,4,5,10,13,20,25,32,49
2MASSW J2101154+175658,2MASSW J2101154+175658,Kirk00,16.853,14.032,L7.5,315.3145,17.9496,PS1,65.2111,-18.2901,0,1,2,2,7,10,12,14,15,21
WISE J195113.62-331116.7,2MASS J19511353-3311126,Thom13,15.708,14.035,L1 pec?,297.8064,-33.1869,Gaia23,7.2556,-26.2123,0,0,0,2,5,8,9,11,11,16
COCONUTS-3B,2MASS J08132232-1522043,Schn17; Zhan22,17.658,14.037,L6,123.3429,-15.3679,PS1,236.2698,10.3383,0,1,2,2,5,9,10,15,20,23
WISEPC J232728.75-273056.5,2MASS J23272850-2730573,Kirk11,16.681,14.039,L9,351.8689,-27.5159,PS1,26.8943,-71.3693,0,0,2,4,9,13,18,25,35,39
PSO J218.5616-27.8952,2MASS J14341485-2753426,Best15,16.577,14.043,L6,218.5619,-27.8952,PS1,329.1162,29.6972,0,0,1,1,6,11,12,16,21,32
ULAS J121238.72+000721.9,2MASS J12123874+0007218,Maro15,15.808,14.048,L0.5,183.1614,0.1227,PS1,282.3062,61.4312,1,5,7,10,13,17,23,29,39,43
SDSS J161731.65+401859.7,2MASS J16173168+4019003,Chiu06,16.741,14.049,L4,244.3819,40.3167,PS1,63.9914,45.8286,2,2,5,11,13,19,28,35,44,54
2MASS J12594167+1001380,LSPM J1259+1001,Baro15,16.72,14.05,L4.5,194.9237,10.0274,PS1,309.8164,72.7886,0,0,1,5,8,22,27,33,43,46
USco1621 B,2MASS J16212830-2529558,Chin20,16.171,14.055,L0,245.368,-25.4989,PS1,351.4365,17.0142,0,5,13,16,17,19,23,25,28,32
WISE J173859.27+614242.1,WISE J173859.27+614242.1,Mace13a,17.82,14.059,L9 pec (v red),264.7468,61.711,CatWISE,90.7764,32.1849,0,1,3,4,9,15,18,22,26,30
WISEA J171454.88+064349.8,2MASS J17145493+0643530,Schn16a,16.617,14.061,L2 (red),258.7288,6.7314,PS1,27.8367,24.5058,0,0,3,3,6,12,20,23,33,38
SDSS J091750.34+294445.0,2MASS J09175035+2944455,West08,15.846,14.063,L0.9 INT-G,139.4598,29.7459,Gaia23,196.5036,43.3896,0,1,7,9,12,14,19,25,32,45
2MASS J21015233-2944050,2MASS J21015233-2944050,Maro13,15.604,14.064,L1,315.4681,-29.7348,Gaia23,15.6159,-39.9877,0,1,2,5,9,10,13,17,19,23
PSO J342.3797-16.4665,2MASS J22493078-1628012,Best15,16.121,14.064,L5:,342.3785,-16.467,PS1,47.2955,-59.858,2,2,5,7,13,16,20,28,37,43
CWISE J063649.77-542429.2,2MASS J06364968-5424325,Kirk21,16.529,14.066,L9,99.2072,-54.4089,CatWISE,263.5212,-23.8158,1,1,1,3,5,6,6,10,13,14
2MASSW J0129122+351758,2MASSW J0129122+351758,Kirk99a,16.779,14.066,L3.0 FLD-G,22.3011,35.2995,PS1,131.5691,-26.938,0,3,5,6,7,10,16,24,31,32
SDSS J165850.26+182000.6,2MASS J16585033+1819597,West08,15.484,14.067,L0.9,254.7096,18.3334,Gaia23,38.1025,32.8196,0,0,2,10,16,25,31,38,47,53
NLTT 26746B,2MASS J11150150+1607026,Deac14b,16.403,14.069,L4,168.7561,16.1174,PS1,234.2114,65.0998,0,1,4,10,15,20,26,33,41,50
WISEA J205202.06-204313.0,2MASS J20520174-2043119,Schn16a,16.813,14.071,L8 (sl. blue),313.0074,-20.72,PS1,25.8361,-35.4082,0,0,2,3,5,9,12,20,25,29
SDSS J042230.66+072342.9,2MASS J04223057+0723448,Schm10b,15.771,14.074,L1,65.6274,7.3958,Gaia23,186.7529,-28.3793,3,5,6,12,19,28,30,39,49,56
WISE J150406.66-455223.9,2MASS J15040744-4552200,Thom13,16.562,14.074,L8,226.0309,-45.8724,CatWISE,325.77,11.0333,0,1,1,1,2,3,6,7,9,13
SIMP J09155650+0514212,2MASS J09155650+0514212,Robe16,15.899,14.08,L2:,138.9854,5.2392,PS1,225.9821,34.3432,1,1,2,6,11,12,17,22,30,38
SDSS J085116.20+181730.0,2MASS J08511627+1817302,Chiu06,16.567,14.08,L4.4 FLD-G,132.8178,18.2917,PS1,208.5437,34.4085,0,0,4,11,18,20,27,33,41,46
PSO J334.8034+11.2278,2MASS J22191282+1113405,Best15,16.739,14.085,L5,334.8035,11.228,PS1,73.9247,-36.7685,0,0,2,3,6,15,25,32,37,44
SDSS J214046.55+011259.7,2MASS J21404654+0112594,Hawl02,15.891,14.089,L4.4,325.1941,1.2165,PS1,56.7286,-36.1253,0,0,3,4,10,16,22,27,31,40
SDSS J163050.01+005101.3,2MASS J16304999+0051010,Hawl02,16.004,14.091,L2,247.7083,0.8504,CatWISE,15.9742,31.2726,0,1,4,7,10,14,22,27,32,39
SDSS J173101.41+531047.9,2MASS J17310140+5310476,Chiu06,16.374,14.094,L6:,262.7559,53.18,PS1,80.6332,33.2544,0,4,5,9,10,13,22,24,28,38
SIMP J11384458+0748213,SIMP J1138445+074821,Robe16,15.543,14.096,L2::,174.6858,7.8059,Gaia23,257.8706,64.1168,0,1,5,7,14,21,27,38,44,51
2MASS J13580384+1458204,2MASS J13580384+1458204,Shep09a,16.373,14.097,L4 pec (red),209.516,14.9723,PS1,358.1822,70.3054,1,3,8,10,17,22,28,35,43,53
WISEA J233333.46+025128.4,WISEA J233333.46+025128.4,Schn17,16.688,14.099,L6 (sl. blue),353.3886,2.8573,PS1,87.8348,-54.6185,0,1,2,7,11,22,31,38,45,59
WISEA J000627.85+185728.8,2MASS J00062779+1857320,Schn16a,17.138,14.099,L7,1.6158,18.9587,PS1,108.4138,-42.6416,0,2,5,12,18,26,32,36,48,57
2MASS J12563961-2718455,2MASS J12563961-2718455,Gagn15c,16.416,14.101,L3.4 INT-G,194.165,-27.3126,PS1,304.3575,35.5447,0,1,3,4,5,9,11,16,24,28
PSO J255.0913+10.3263,null,Sang23,17.104,14.101,L6.5 red,255.0914,10.3264,PS1,29.6797,29.3184,1,2,4,6,10,15,22,28,46,52
SIMP J22543828+1640488,SIMP J2254382+164048,Robe16,15.875,14.102,L1,343.6595,16.6801,Gaia23,86.6554,-37.8299,0,2,5,8,11,17,19,27,38,45
WISEA J020110.68-523916.9,2MASS J02011020-5239186,Luhm14c,16.452,14.102,L8.5,30.2927,-52.6551,CatWISE,280.6555,-61.3524,1,2,3,7,10,14,15,16,19,24
WISEA J043718.77-550944.0,WISEA J043718.77-550944.0,Schn17,16.985,14.11,L5 (red),69.3277,-55.1625,CatWISE,263.8629,-40.9275,0,0,0,1,2,5,9,11,17,20
WISEA J000856.39-281321.7,WISEA J000856.39-281321.7,Schn16a;Grec19,16.727,14.112,L8,2.2341,-28.2227,PS1,23.8429,-80.5299,0,0,1,2,7,13,21,28,34,38
2MASS J00065552+0236376,2MASS J00065552+0236376,Kell17,16.347,14.113,L3,1.7315,2.6104,PS1,101.3525,-58.3839,0,1,5,6,10,24,35,43,52,63
SIMP J04210695-1133431,SIMP J0421069-113343,Robe16,16.476,14.118,L3: pec (red),65.2791,-11.562,PS1,206.0236,-38.5471,0,2,6,8,10,14,18,24,32,44
WISEA J032440.23-191905.6,WISEA J032440.23-191905.6,Schn17,17.007,14.119,L8 (blue),51.168,-19.3176,PS1,208.704,-54.0844,1,3,3,4,8,13,22,30,36,45
2MASS J13550323-8258375,2MASS J13550323-8258375,Kirk16,16.135,14.124,L9 pec,208.7635,-82.9771,SIMBAD,304.9799,-20.3597,0,0,1,3,4,5,6,9,10,12
SDSS J084106.85+603506.3,2MASS J08410686+6035067,Schm10b,15.943,14.127,L1.5,130.2785,60.5852,Gaia23,155.9002,36.7615,0,1,4,7,7,11,16,22,27,33
PSO J280.2973+63.2600,2MASS J18411144+6315343,Best15,16.134,14.134,L9.5,280.2976,63.2596,PS1,93.156,25.1583,0,1,1,3,6,7,12,17,20,26
PSO J336.9036-18.9148,2MASS J22273685-1854531,Best15,16.995,14.134,L6:: (red),336.9029,-18.9153,PS1,39.1645,-56.0294,0,0,4,7,10,15,22,23,30,37
SDSS J100711.74+193056.2,2MASS J10071185+1930563,Chiu06,16.871,14.135,L8:,151.7994,19.5155,PS1,215.4069,51.7063,1,1,2,4,7,16,20,26,37,45
2MASS J12492272+0310255,2MASS J12492272+0310255,Kell17,16.363,14.137,L2,192.3448,3.1737,PS1,301.6663,66.0404,0,1,3,8,14,20,27,32,40,47
2MASS J0249-0557 c,2MASS J02495436-0558015,Dupu18,16.545,14.138,L2 VL-G,42.4766,-5.9671,PS1,181.3867,-54.7776,0,3,5,11,12,18,25,34,41,47
2MASSI J1600054+170832,2MASSI J1600054+170832,Kirk00,16.045,14.143,L1.8,240.0228,17.1424,Gaia23,30.1593,45.4494,1,6,8,15,17,25,30,34,45,58
SIMP J21570693-0130348,2MASS J21570693-0130348,Robe16,16.393,14.144,L7::,329.279,-1.5097,CatWISE,56.9273,-41.0336,0,1,2,5,9,15,23,30,34,41
SDSS J000646.81+151225.8,2MASS J00064683+1512260,Zhan10,16.221,14.145,L4.3,1.695,15.2072,PS1,107.2412,-46.2995,2,4,6,12,20,27,29,43,51,58
2MASS J14313545-0313117,2MASS J14313545-0313117,Schn16a;Kell17,16.094,14.153,L6 pec (blue),217.8977,-3.2199,PS1,345.3493,51.2118,0,2,5,11,12,18,20,30,40,48
2MASSI J0328426+230205,2MASSI J0328426+230205,Kirk00,16.693,14.157,L9.5,52.1776,23.0348,PS1,163.8433,-27.0784,1,2,4,11,15,23,28,35,40,52
SDSS J143242.10+345142.7,2MASS J14324216+3451429,Schm10b,15.752,14.159,L1.2,218.1757,34.8619,Gaia23,58.8485,67.0392,0,3,5,8,14,20,28,38,46,53
WISEA J014535.23-031412.9,2MASS J01453520-0314117,Schn17,17.124,14.159,L9,26.3965,-3.2366,PS1,153.711,-62.8265,1,3,5,6,9,17,32,35,47,56
2MASS J10212570-2830427,2MASS J10212570-2830427,Gagn15c,16.914,14.16,L2.5 INT-G,155.3571,-28.5119,PS1,267.1671,23.7509,1,2,2,4,4,12,13,19,25,26
PSO J088.0452+43.2123,2MASS J05521084+4312451,Best15,16.374,14.164,L4 pec,88.0452,43.2125,PS1,168.3514,8.4165,0,1,3,4,5,8,8,10,13,17
WISEA J043642.75+190134.8,2MASS J04364267+1901351,Schn17,17.121,14.164,L6,69.1779,19.0264,PS1,179.0026,-18.539,0,1,5,9,9,17,29,33,41,47
WISEA J032049.31-532656.7,WISEA J032049.31-532656.7,Schn17,17.032,14.165,L6,50.2051,-53.4485,CatWISE,267.0311,-51.9682,0,0,0,2,3,6,12,15,23,27
HIP 59933B,2MASS J12173646+1427119,Deac14b,16.101,14.166,L1,184.402,14.4534,PS1,269.3635,75.0738,0,0,1,3,7,15,19,29,36,46
PSO J167.1132+08.6331,2MASS J11082735+0838026,Best15,16.581,14.167,L8,167.114,8.6341,PS1,245.3243,59.4302,0,1,2,10,17,25,30,34,45,51
PSO J341.7509-15.1075,2MASS J22470016-1506276,Best15,16.407,14.168,L5 FLD-G,341.7507,-15.1077,PS1,49.1357,-58.7051,1,2,5,7,12,16,22,31,37,44
2MASSW J0306268+154514,2MASSW J0306268+154514,Kirk00,17.106,14.168,L6.0:,46.612,15.7536,PS1,164.333,-36.0422,2,3,6,10,14,17,27,38,54,59
2MASS J15025475+5044252,2MASS J15025475+5044252,Kell17,16.155,14.17,L2,225.7281,50.7404,PS1,85.3789,55.702,0,2,3,7,10,16,22,27,39,53
2MASS J04232191-0803051,null,Kell17,16.274,14.17,L0,65.8413,-8.0514,Gaia23,202.3863,-36.4711,0,3,5,8,10,12,19,32,39,44
2MASS J19415458+6826021,2MASS J19415458+6826021,Kirk10,16.301,14.17,L2,295.4772,68.4339,PS1,100.3927,20.6466,0,1,1,2,3,4,5,8,9,13
ULAS J014103.30+131832.6,BRLT 33,DayJ13,NaN,14.172,L3.5,25.2633,13.3104,CatWISE,141.0651,-47.8068,1,4,7,10,12,19,26,37,48,62
ULAS J232715.67+151729.5,2MASS J23271573+1517310,DayJ13,16.291,14.177,L3.5,351.8155,15.2919,PS1,94.7041,-42.9188,0,2,5,8,16,21,27,33,43,55
2MASS J01392388-1845029,2MASS J01392388-1845029,Kell17,16.549,14.18,L6,24.8495,-18.7508,PS1,178.2197,-76.1544,0,1,1,1,6,10,15,21,30,35
WISEA J130523.06-395104.9,WISEA J130523.06-395104.9,Schn17,17.107,14.18,L8: (red),196.347,-39.8513,CatWISE,305.8387,22.9417,0,1,2,2,3,8,13,19,20,24
2MASS J17320014+2656228,2MASS J17320014+2656228,Kirk10,15.931,14.184,L1,263.0006,26.9397,Gaia23,50.4786,28.4318,1,2,8,12,14,19,26,30,39,44
2MASS J11191046+0552484,2MASS J11191046+0552484,Geis11,16.762,14.186,L4,169.7936,5.8801,PS1,252.8565,59.4565,0,2,4,8,14,22,29,36,47,50
PSO J071.4708+36.4930,2MASS J04455300+3629369,Best15,16.829,14.189,L6:,71.4707,36.4934,PS1,166.5489,-5.8236,0,0,0,0,2,4,7,12,19,19
NLTT 27966B,2MASS J11363969+4852400,Deac14b,16.155,14.19,L4,174.1654,48.8778,PS1,151.5476,63.8878,0,2,2,4,10,13,18,30,35,39
2MASS J07244848+2506143,2MASS J07244848+2506143,Kell17,16.477,14.191,L3,111.202,25.1039,PS1,193.4091,18.0826,0,0,1,6,8,8,13,19,23,30
2MASS J21513979+3402444,2MASS J21513979+3402444,Kirk10,16.704,14.191,L7 pec (sl. blue),327.9159,34.0457,PS1,85.536,-15.4664,0,0,2,6,6,7,11,11,13,16
2MASS J01341675-0546530,2MASS J01341675-0546530,Kell17,16.165,14.193,L2,23.5698,-5.7814,PS1,150.371,-66.3436,0,3,4,5,13,17,23,35,44,59
2MASS J22295358+1556180,2MASS J22295358+1556180,Kell17,16.461,14.196,L2,337.4733,15.9384,PS1,80.1573,-34.9225,0,0,4,4,8,13,19,33,36,43
PSO J231.7900-26.4494,2MASS J15270961-2626574,Best17a,15.961,14.197,L0: VL-G,231.79,-26.4494,PS1,341.1689,24.6304,0,3,5,10,16,24,25,26,34,39
SIMP J09213274-1534290,SIMP J0921327-153429,Robe16,16.401,14.198,L5:: pec (blue),140.3865,-15.5749,PS1,246.4775,23.5648,1,1,2,5,10,13,17,20,24,32
WISE J044633.45-242956.8,2MASS J04463362-2430014,Thom13,16.434,14.198,L6 (blue),71.6399,-24.5002,PS1,224.1266,-37.5069,1,1,3,7,12,13,17,20,24,36
2MASS J10293958+5715445,2MASS J10293958+5715445,Kirk16,16.696,14.198,L6 pec (blue),157.4148,57.2623,CatWISE,152.7266,50.8647,1,3,4,7,10,14,24,29,35,37
SIMP J16280690+0517027,SIMP J1628069+051702,Robe16,15.807,14.2,L0:,247.0287,5.2841,Gaia23,20.1036,34.1093,0,1,4,5,11,16,25,33,40,46
SDSS J075656.54+231458.5,2MASS J07565631+2314577,Knap04,16.773,14.201,L3.5:,119.2346,23.2493,PS1,198.1148,24.238,0,0,4,9,12,15,20,27,32,40
2MASSI J0302012+135814,2MASSI J0302012+135814,Kirk00,16.533,14.207,L2.7:,45.5051,13.9706,PS1,164.6363,-38.1074,0,3,5,8,13,17,28,39,51,63
2MASSW J0708213+295035,2MASSW J0708213+295035,Kirk00,16.716,14.209,L5.4:,107.089,29.843,PS1,187.372,16.4898,0,0,1,3,6,7,12,18,23,32
SDSS J112647.03+581632.2,2MASS J11264705+5816325,Schm10b,15.837,14.212,L1.3,171.6959,58.2757,Gaia23,142.5227,55.5152,1,2,4,8,14,16,19,22,27,35
WISEA J000622.67-131955.2,2MASS J00062287-1319503,Luhm14c,16.674,14.212,L5 pec,1.5953,-13.3308,PS1,83.3549,-72.6427,0,0,5,10,14,18,22,31,36,46
2MASS J01262109+1428057,2MASS J01262109+1428057,Metc08,17.108,14.212,L2: VL-G,21.5879,14.4683,PS1,135.5059,-47.5492,1,3,6,7,14,20,29,38,49,62
PSO J036.9069+08.5025,null,Sang23,16.169,14.214,L6:: pec,36.9059,8.5029,PS1,159.492,-47.4253,0,1,2,5,10,15,25,34,50,63
SIMP J23225888+1300322,2MASS J23225888+1300322,Robe16,16.35,14.219,L5::,350.7455,13.0087,PS1,91.9937,-44.4844,0,3,5,10,15,20,28,35,42,53
Hya12,2MASS J04354290+1323449,Lodi14b,16.728,14.219,L6: (red),68.9288,13.3959,PS1,183.5863,-22.1865,0,1,4,12,17,24,30,37,45,50
2MASS J08204440-7514571,2MASS J08204440-7514571,Gagn15c,16.59,14.22,L2.8 INT-G,125.1848,-75.2492,CatWISE,288.3404,-20.7858,0,0,0,2,3,3,5,9,10,11
ULAS J013243.81+055232.2,BRLT 30,DayJ13,16.718,14.221,L5,23.1822,5.8755,PS1,141.2836,-55.5181,1,3,5,10,15,27,34,40,46,58
SDSSp J003259.36+141036.6,2MASS J00325937+1410371,Geba02,16.83,14.225,L9,8.2473,14.1769,PS1,116.1813,-48.4528,2,4,8,15,20,24,33,43,56,63
WISEA J023749.81-260543.8,WISEA J023749.81-260543.8,Schn17,16.777,14.226,L2 (red),39.4577,-26.0954,PS1,216.5341,-66.2412,0,0,2,8,12,14,20,23,29,32
WISEA J010202.11+035541.4,SIMP J0102018+035540,Schn16a,16.74,14.228,L9,15.5077,3.928,PS1,128.0426,-58.8385,0,4,10,14,18,26,37,45,51,60
WISE J023038.90-022554.0,2MASS J02303865-0225546,Thom13,16.682,14.232,L8: pec,37.6612,-2.4319,PS1,171.0507,-55.7429,1,3,6,9,12,17,22,34,40,52
SDSS J112615.25+012048.2,2MASS J11261528+0120481,Knap04,16.913,14.232,L6,171.5638,1.3467,PS1,260.9724,57.109,0,3,4,6,12,21,30,36,38,47
WISEA J042949.41-783705.6,2MASS J04294849-7837100,Luhm14c,16.379,14.236,L3::,67.4512,-78.6195,CatWISE,291.84,-33.2826,0,0,0,0,0,0,2,5,9,12
CWISE J042731.38+074344.9,2MASS J04273126+0743453,Schn22,16.907,14.242,L7,66.8803,7.7294,PS1,187.2766,-27.1797,4,5,6,8,21,26,30,39,46,54
WISEA J041353.96-202320.3,WISEA J041353.96-202320.3,Schn16a;Grec19,16.392,14.243,L5 (blue),63.4749,-20.3879,PS1,216.001,-43.4872,1,1,2,6,10,15,21,26,33,38
WISEA J020229.29+230513.9,2MASS J02022917+2305141,Schn17,17.221,14.244,L6 (red),30.6215,23.0871,PS1,143.4854,-36.9325,1,4,8,10,13,17,25,31,36,46
PSO J041.5426+01.9456,2MASS J02461021+0156447,Best15,16.876,14.248,L8.5,41.5425,1.9458,PS1,171.0571,-49.893,0,1,5,8,12,18,21,33,43,58
SDSS J090023.68+253934.3,2MASS J09002367+2539345,Schm10b,16.427,14.252,L6.7,135.0987,25.6596,PS1,200.6396,38.7116,1,3,7,12,16,19,23,29,34,42
2MASS J12535039-4211215,2MASS J12535039-4211215,Gagn15c,16.002,14.253,L0.3 VL-G,193.4599,-42.1893,CatWISE,303.4074,20.6802,0,2,2,2,5,6,9,13,23,24
2MASS J01340281+0508125,2MASS J01340281+0508125,Kirk10,16.19,14.256,L1,23.5118,5.1368,PS1,142.2222,-56.1308,1,3,4,9,15,27,34,38,46,57
ULAS J222711-004547,2MASS J22271087-0045471,Maro14,18.26,14.259,L7 pec,336.7954,-0.763,CatWISE,64.1478,-46.5052,1,2,5,7,13,17,20,26,37,50
SIMP J09455513-0757441,SIMP J0945551-075744,Robe16,16.173,14.263,L1.5:,146.4797,-7.9623,CatWISE,244.1683,33.0177,0,0,1,6,10,13,13,21,30,39
SDSS J142612.86+313039.4,2MASS J14261290+3130400,Bard14,16.623,14.264,L4.0::,216.5538,31.5111,PS1,50.6094,68.9258,1,6,7,8,12,18,27,31,41,53
WISEA J143211.17+324433.8,2MASS J14321127+3244338,Schn17,17.359,14.265,L7,218.0469,32.7427,PS1,53.4969,67.5224,1,4,6,9,13,17,27,35,41,55
2MASS J19495702+6222440,2MASS J19495702+6222440,Kirk10,16.359,14.267,L2 pec (sl. blue),297.4876,62.3789,PS1,94.883,17.4465,0,0,1,4,4,4,4,6,10,12
2MASS J06143818+3950357,2MASS J06143818+3950357,Muzi12b,16.588,14.275,L9:,93.6591,39.8432,PS1,173.369,10.5381,0,1,4,6,6,10,11,14,15,16
PSO J313.1067+32.9117,null,Alle16b;Sang23,16.091,14.28,L2.5 INT-G?,313.1064,32.9119,Gaia23,75.9371,-7.3887,0,0,1,1,1,1,3,6,11,14
WISEA J045900.42-285338.3,WISEA J045900.42-285338.3,Schn17,17.429,14.285,L7: (red),74.7516,-28.8942,CatWISE,230.3279,-35.9751,0,2,7,8,9,11,14,19,25,31
WISEA J022721.93+235654.3,2MASS J02272166+2356559,Schn16a,16.663,14.286,L9,36.8403,23.9488,PS1,149.5236,-33.922,2,2,9,10,11,15,24,31,42,46
SDSS J144016.20+002638.9,2MASS J14401622+0026390,Hawl02,16.069,14.294,L1,220.0675,0.4441,PS1,351.848,52.6575,2,4,7,10,14,17,23,34,41,50
